project_id,project_name,task_id,job_id,assignee,job_status,job_created,job_updated,job_duration_hours
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876426,qed-ann-6@qed.ai,annotation,2025-08-20 13:00:55.517248+00:00,2025-08-22 15:35:04.363697+00:00,50.57
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876425,qed-ann-2@qed.ai,annotation,2025-08-20 13:00:55.498371+00:00,2025-08-30 12:22:06.677492+00:00,239.35
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876424,qed-ann-2@qed.ai,annotation,2025-08-20 13:00:55.481337+00:00,2025-08-22 15:35:50.714949+00:00,50.58
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876423,qed-ann-6@qed.ai,annotation,2025-08-20 13:00:55.463852+00:00,2025-08-22 15:36:12.756561+00:00,50.59
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876422,qed-ann-6@qed.ai,annotation,2025-08-20 13:00:55.446487+00:00,2025-08-22 15:36:27.070913+00:00,50.59
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876421,qed-ann-2@qed.ai,annotation,2025-08-20 13:00:55.416068+00:00,2025-08-30 12:22:21.055078+00:00,239.36
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1580069,2876420,qed-ann-2@qed.ai,annotation,2025-08-20 13:00:55.390720+00:00,2025-08-22 15:37:09.358294+00:00,50.6
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876321,qed-ann-5@qed.ai,annotation,2025-08-20 12:34:28.569824+00:00,2025-08-22 15:13:33.592546+00:00,50.65
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876320,qed-ann-8@qed.ai,annotation,2025-08-20 12:34:28.555733+00:00,2025-08-22 15:14:11.812529+00:00,50.66
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876319,qed-ann-4@qed.ai,annotation,2025-08-20 12:34:28.539318+00:00,2025-08-22 15:14:20.172854+00:00,50.66
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876318,qed-ann-6@qed.ai,annotation,2025-08-20 12:34:28.525828+00:00,2025-08-22 15:14:42.589362+00:00,50.67
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876317,qed-ann-7@qed.ai,annotation,2025-08-20 12:34:28.514713+00:00,2025-08-22 15:14:58.250097+00:00,50.67
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876316,qed-ann-8@qed.ai,annotation,2025-08-20 12:34:28.494775+00:00,2025-08-22 15:15:12.296718+00:00,50.68
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876315,qed-ann-2@qed.ai,annotation,2025-08-20 12:34:28.477296+00:00,2025-08-22 15:15:24.991181+00:00,50.68
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876314,qed-ann-9@qed.ai,annotation,2025-08-20 12:34:28.459119+00:00,2025-08-23 02:35:27.219249+00:00,62.02
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876313,qed-ann-6@qed.ai,annotation,2025-08-20 12:34:28.440864+00:00,2025-08-22 15:17:58.065348+00:00,50.72
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876312,qed-ann-2@qed.ai,annotation,2025-08-20 12:34:28.424472+00:00,2025-08-22 15:18:11.277999+00:00,50.73
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876311,qed-ann-6@qed.ai,annotation,2025-08-20 12:34:28.408793+00:00,2025-08-22 15:18:26.025687+00:00,50.73
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876310,qed-ann-7@qed.ai,annotation,2025-08-20 12:34:28.392768+00:00,2025-08-22 15:18:39.355157+00:00,50.74
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876309,qed-ann-5@qed.ai,annotation,2025-08-20 12:34:28.375878+00:00,2025-08-22 15:19:05.852482+00:00,50.74
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876308,qed-ann-7@qed.ai,annotation,2025-08-20 12:34:28.357632+00:00,2025-08-22 15:19:26.029793+00:00,50.75
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876307,qed-ann-4@qed.ai,annotation,2025-08-20 12:34:28.340032+00:00,2025-08-23 02:33:32.611339+00:00,61.98
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876306,qed-ann-3@qed.ai,annotation,2025-08-20 12:34:28.322192+00:00,2025-08-22 15:20:29.106507+00:00,50.77
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876305,qed-ann-6@qed.ai,annotation,2025-08-20 12:34:28.305154+00:00,2025-08-22 15:20:49.383456+00:00,50.77
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876304,qed-ann-6@qed.ai,annotation,2025-08-20 12:34:28.288525+00:00,2025-08-22 15:21:03.863713+00:00,50.78
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876303,qed-ann-2@qed.ai,annotation,2025-08-20 12:34:28.270148+00:00,2025-08-22 15:21:20.512984+00:00,50.78
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579956,2876302,qed-ann-2@qed.ai,annotation,2025-08-20 12:34:28.233417+00:00,2025-08-22 15:21:31.572861+00:00,50.78
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875879,qed-ann-7@qed.ai,annotation,2025-08-20 10:45:00.673721+00:00,2025-08-22 15:22:20.724387+00:00,52.62
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875878,qed-ann-6@qed.ai,annotation,2025-08-20 10:45:00.661160+00:00,2025-08-22 15:22:43.355692+00:00,52.63
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875877,qed-ann-6@qed.ai,annotation,2025-08-20 10:45:00.648389+00:00,2025-08-22 15:22:55.134980+00:00,52.63
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875876,qed-ann-2@qed.ai,annotation,2025-08-20 10:45:00.635909+00:00,2025-08-22 15:23:15.408858+00:00,52.64
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875875,qed-ann-7@qed.ai,annotation,2025-08-20 10:45:00.623305+00:00,2025-08-22 15:23:31.505915+00:00,52.64
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875874,qed-ann-4@qed.ai,annotation,2025-08-20 10:45:00.609757+00:00,2025-08-23 02:49:29.202190+00:00,64.07
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875873,qed-ann-3@qed.ai,annotation,2025-08-20 10:45:00.596691+00:00,2025-08-22 15:25:01.294114+00:00,52.67
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875872,qed-ann-9@qed.ai,annotation,2025-08-20 10:45:00.583915+00:00,2025-08-22 15:25:23.201797+00:00,52.67
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875871,qed-ann-4@qed.ai,annotation,2025-08-20 10:45:00.570631+00:00,2025-08-22 15:25:40.105357+00:00,52.68
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875870,qed-ann-6@qed.ai,annotation,2025-08-20 10:45:00.559775+00:00,2025-08-22 15:25:58.327238+00:00,52.68
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875869,qed-ann-3@qed.ai,annotation,2025-08-20 10:45:00.546494+00:00,2025-08-22 15:26:19.330864+00:00,52.69
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875868,qed-ann-5@qed.ai,annotation,2025-08-20 10:45:00.533650+00:00,2025-08-22 15:26:34.982034+00:00,52.69
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875867,qed-ann-4@qed.ai,annotation,2025-08-20 10:45:00.520628+00:00,2025-08-25 01:24:48.558337+00:00,110.66
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875866,qed-ann-9@qed.ai,annotation,2025-08-20 10:45:00.506969+00:00,2025-08-25 02:09:19.902802+00:00,111.41
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875865,qed-ann-7@qed.ai,annotation,2025-08-20 10:45:00.493549+00:00,2025-08-22 15:29:38.242471+00:00,52.74
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875864,qed-ann-6@qed.ai,annotation,2025-08-20 10:45:00.479949+00:00,2025-08-22 15:29:50.980924+00:00,52.75
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875863,qed-ann-2@qed.ai,annotation,2025-08-20 10:45:00.464852+00:00,2025-08-22 15:30:08.492895+00:00,52.75
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875862,qed-ann-5@qed.ai,annotation,2025-08-20 10:45:00.451337+00:00,2025-08-25 02:10:05.890054+00:00,111.42
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875861,qed-ann-2@qed.ai,annotation,2025-08-20 10:45:00.436162+00:00,2025-08-22 15:31:01.906674+00:00,52.77
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1579608,2875860,qed-ann-6@qed.ai,annotation,2025-08-20 10:45:00.415861+00:00,2025-08-22 15:31:15.462567+00:00,52.77
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873859,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.426361+00:00,2025-08-22 15:06:57.583176+00:00,71.83
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873858,qed-ann-6@qed.ai,annotation,2025-08-19 15:17:04.408868+00:00,2025-08-22 15:07:13.970516+00:00,71.84
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873857,qed-ann-9@qed.ai,annotation,2025-08-19 15:17:04.392861+00:00,2025-08-22 15:07:23.504397+00:00,71.84
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873856,qed-ann-7@qed.ai,annotation,2025-08-19 15:17:04.376342+00:00,2025-08-22 15:07:37.313141+00:00,71.84
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873855,qed-ann-3@qed.ai,annotation,2025-08-19 15:17:04.356836+00:00,2025-08-22 15:07:50.738927+00:00,71.85
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873854,qed-ann-8@qed.ai,annotation,2025-08-19 15:17:04.340356+00:00,2025-08-22 15:08:07.943826+00:00,71.85
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873853,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.323049+00:00,2025-08-22 15:08:18.873300+00:00,71.85
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873852,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.305787+00:00,2025-08-22 15:08:28.926046+00:00,71.86
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873851,qed-ann-7@qed.ai,annotation,2025-08-19 15:17:04.287762+00:00,2025-08-22 15:08:48.081210+00:00,71.86
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873850,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.270677+00:00,2025-08-22 15:09:01.388968+00:00,71.87
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873849,qed-ann-5@qed.ai,annotation,2025-08-19 15:17:04.253925+00:00,2025-08-22 15:09:28.027384+00:00,71.87
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873848,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.236630+00:00,2025-08-22 15:09:38.973592+00:00,71.88
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873847,qed-ann-6@qed.ai,annotation,2025-08-19 15:17:04.219435+00:00,2025-08-22 15:09:53.872543+00:00,71.88
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873846,qed-ann-3@qed.ai,annotation,2025-08-19 15:17:04.202618+00:00,2025-08-22 15:10:38.259449+00:00,71.89
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873845,qed-ann-8@qed.ai,annotation,2025-08-19 15:17:04.185604+00:00,2025-08-22 15:10:46.868595+00:00,71.9
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873844,qed-ann-7@qed.ai,annotation,2025-08-19 15:17:04.168738+00:00,2025-08-22 15:10:54.678471+00:00,71.9
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873843,qed-ann-5@qed.ai,annotation,2025-08-19 15:17:04.152479+00:00,2025-08-22 15:11:10.412180+00:00,71.9
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873842,qed-ann-8@qed.ai,annotation,2025-08-19 15:17:04.133228+00:00,2025-08-22 15:11:48.814793+00:00,71.91
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873841,qed-ann-4@qed.ai,annotation,2025-08-19 15:17:04.115896+00:00,2025-08-22 15:11:59.569897+00:00,71.92
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577825,2873840,qed-ann-3@qed.ai,annotation,2025-08-19 15:17:04.092455+00:00,2025-08-22 15:12:20.213559+00:00,71.92
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873791,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:56.228825+00:00,2025-08-22 14:54:28.029063+00:00,72.09
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873790,qed-ann-3@qed.ai,annotation,2025-08-19 14:48:56.213784+00:00,2025-08-22 14:54:42.357628+00:00,72.1
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873789,qed-ann-8@qed.ai,annotation,2025-08-19 14:48:56.198103+00:00,2025-08-22 14:54:54.611364+00:00,72.1
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873788,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:56.182625+00:00,2025-08-22 14:55:08.371976+00:00,72.1
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873787,qed-ann-5@qed.ai,annotation,2025-08-19 14:48:56.166875+00:00,2025-08-22 14:55:24.436994+00:00,72.11
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873786,qed-ann-9@qed.ai,annotation,2025-08-19 14:48:56.150945+00:00,2025-08-22 14:55:33.862852+00:00,72.11
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873785,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:56.132952+00:00,2025-08-22 14:55:42.964846+00:00,72.11
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873784,qed-ann-8@qed.ai,annotation,2025-08-19 14:48:56.118774+00:00,2025-08-22 14:56:01.203887+00:00,72.12
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873783,qed-ann-7@qed.ai,annotation,2025-08-19 14:48:56.103688+00:00,2025-08-22 14:56:11.241814+00:00,72.12
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873782,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:56.087522+00:00,2025-08-22 14:56:20.763055+00:00,72.12
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873781,qed-ann-8@qed.ai,annotation,2025-08-19 14:48:56.071426+00:00,2025-08-22 14:56:39.901277+00:00,72.13
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873780,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:56.057797+00:00,2025-08-22 14:56:50.654204+00:00,72.13
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873779,qed-ann-9@qed.ai,annotation,2025-08-19 14:48:56.041752+00:00,2025-08-22 14:57:10.014012+00:00,72.14
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873778,qed-ann-8@qed.ai,annotation,2025-08-19 14:48:56.024430+00:00,2025-08-22 14:57:19.018473+00:00,72.14
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873777,qed-ann-3@qed.ai,annotation,2025-08-19 14:48:56.009036+00:00,2025-08-22 14:57:33.168246+00:00,72.14
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873776,qed-ann-6@qed.ai,annotation,2025-08-19 14:48:55.994995+00:00,2025-08-22 14:57:45.357277+00:00,72.15
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873775,qed-ann-5@qed.ai,annotation,2025-08-19 14:48:55.980646+00:00,2025-08-22 14:58:06.148275+00:00,72.15
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873774,qed-ann-6@qed.ai,annotation,2025-08-19 14:48:55.966425+00:00,2025-08-22 14:58:20.835733+00:00,72.16
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873773,qed-ann-8@qed.ai,annotation,2025-08-19 14:48:55.951704+00:00,2025-08-22 14:58:31.026296+00:00,72.16
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577744,2873772,qed-ann-4@qed.ai,annotation,2025-08-19 14:48:55.926571+00:00,2025-08-22 14:58:39.534228+00:00,72.16
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873658,qed-ann-5@qed.ai,annotation,2025-08-19 14:29:17.835682+00:00,2025-08-22 15:01:10.652149+00:00,72.53
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873657,qed-ann-8@qed.ai,annotation,2025-08-19 14:29:17.823002+00:00,2025-08-22 15:01:23.302649+00:00,72.53
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873656,qed-ann-8@qed.ai,annotation,2025-08-19 14:29:17.810187+00:00,2025-08-22 15:01:32.778405+00:00,72.54
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873655,qed-ann-9@qed.ai,annotation,2025-08-19 14:29:17.797781+00:00,2025-08-22 15:01:45.779922+00:00,72.54
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873654,qed-ann-7@qed.ai,annotation,2025-08-19 14:29:17.786989+00:00,2025-08-22 15:02:02.779435+00:00,72.55
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873653,qed-ann-5@qed.ai,annotation,2025-08-19 14:29:17.774945+00:00,2025-08-22 15:02:18.035835+00:00,72.55
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873652,qed-ann-3@qed.ai,annotation,2025-08-19 14:29:17.763565+00:00,2025-08-22 15:02:31.549310+00:00,72.55
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873651,qed-ann-4@qed.ai,annotation,2025-08-19 14:29:17.750786+00:00,2025-08-22 15:02:39.646782+00:00,72.56
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873650,qed-ann-5@qed.ai,annotation,2025-08-19 14:29:17.739959+00:00,2025-08-22 15:03:01.249682+00:00,72.56
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873649,qed-ann-4@qed.ai,annotation,2025-08-19 14:29:17.726961+00:00,2025-08-22 15:03:10.364313+00:00,72.56
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873648,qed-ann-8@qed.ai,annotation,2025-08-19 14:29:17.714970+00:00,2025-08-22 15:03:31.772402+00:00,72.57
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873647,qed-ann-3@qed.ai,annotation,2025-08-19 14:29:17.703135+00:00,2025-08-22 15:03:43.129034+00:00,72.57
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873646,qed-ann-7@qed.ai,annotation,2025-08-19 14:29:17.691130+00:00,2025-08-22 15:03:55.923129+00:00,72.58
305167,ImageSafari_Cassava_PlantPart_segmentation_2025-08-19,1577741,2873645,qed-ann-3@qed.ai,annotation,2025-08-19 14:29:17.678976+00:00,2025-08-22 15:04:06.906456+00:00,72.58
